Observation id;Observation date;Description;Observation duration;Observation type;Source;Media duration (s);FPS;Subject;Behavior;Behavioral category;Modifier #1;Modifier #2;Behavior type;Time;Media file name;Image index;Image file path;Comment
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;1;Certain;POINT;0.0;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;0.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;0.0;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;0.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;1;Certain;POINT;0.0;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;0.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Allo-feeding;Affiliative behaviour;Received;;POINT;1.3;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;39.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;1.666;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;START;1.667;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;50.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;STOP;2.132;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;2.133;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;64.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;2.599;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;START;2.6;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;78.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;STOP;2.966;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;2.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;89.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;3.599;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;3.6;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;108.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;4.832;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;START;4.833;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;145.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;STOP;5.266;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;5.267;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;158.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;6.699;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;START;6.7;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;201.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Consume food;Feeding behaviour;;;STOP;7.666;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;7.667;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;230.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;11.232;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;START;11.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;337.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;STOP;14.932;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;14.933;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;448.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;16.366;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;16.367;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;491.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;22.232;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;End of Observation;Neutral behaviour;;;START;22.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;667.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;>10;Certain;POINT;22.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;667.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Group size;Neutral behaviour;3;;POINT;22.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;667.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Certain;POINT;22.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;667.0;;
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;Social calls;Neutral behaviour;9;;POINT;22.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;899.0;;"High: 9
Low: 0"
A_33_04/06/22;2023-06-27 13:33:30;26-05-2022 - 12-06-2022  IMG_0090;22.234;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;30.0;30.0;Raven 1;End of Observation;Neutral behaviour;;;STOP;22.234;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0090.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;7;Certain;POINT;0.0;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;0.0;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;0.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Uncertain;POINT;0.0;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;0.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;1.532;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;START;1.533;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;46.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;STOP;2.466;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;2.467;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;74.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;5.099;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;START;5.1;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;153.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;STOP;9.232;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;9.233;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;277.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;9.966;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;9.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;299.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;13.532;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;13.533;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;406.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;14.499;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;14.5;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;435.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;17.432;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Pull at food;Feeding behaviour;;;START;17.433;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;523.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Pull at food;Feeding behaviour;;;STOP;18.532;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;18.533;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;556.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;26.099;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;START;26.1;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;783.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Inspect;Feeding behaviour;;;STOP;28.266;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;START;28.267;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;848.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Peck at food;Feeding behaviour;;;STOP;29.966;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;End of Observation;Neutral behaviour;;;START;29.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;899.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;>10;Uncertain;POINT;29.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;899.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Group size;Neutral behaviour;2;;POINT;29.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;899.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Uncertain;POINT;29.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;899.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;Social calls;Neutral behaviour;0;;POINT;29.967;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;899.0;;
A_52_07/06/22;2023-06-28 17:48:40;26-05-2022 - 12-06-2022  IMG_0222;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;30.0;30.0;Raven 1;End of Observation;Neutral behaviour;;;STOP;29.968;D:/Ravenproject/ASK/20220526 - 20220612/IMG_0222.MP4;;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;1;Certain;POINT;0.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;0.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;0.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;0.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Certain;POINT;0.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;0.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Avoid;Agonistic behaviour;Given;;POINT;8.6;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;258.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;29.966;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;End of observation;Neutral behaviour;;;START;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;899.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;>10;Certain;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;899.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Group size;Neutral behaviour;2;;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;899.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Certain;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;899.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;Social calls;Neutral behaviour;0;;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;899.0;;
A_84_01/03/23;2023-07-08 11:02:03;28-02-2023 - 12-03-2023  IMG_0070;29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;30.0;30.0;Raven 1;End of observation;Neutral behaviour;;;STOP;29.968;D:/Ravenproject/ASK/20230228-20230312/IMG_0070.MP4;;;
K_9_10/04/23;2023-06-21 17:50:06;30-03-2023 - 13-04-2023  IMG_0261;35.118;Media file(s);player #1:D:/Ravenproject/Koningsheide/20230330-20230413/IMG_0261.MP4;60.25;60.0;Raven 1;First closest neighbour;Neutral behaviour;>10;Uncertain;POINT;0.0;D:/Ravenproject/Koningsheide/20230330-20230413/IMG_0261.MP4;0.0;;
