Observation id;Observation date;Description;Observation duration;Observation type;Source;Media duration (s);FPS;Subject;Behavior;Behavioral category;Modifier #1;Modifier #2;Behavior type;Time;Media file name;Image index;Image file path;Comment
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Pecking;Feeding behaviour;;;STOP;113.766;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;113.767;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;713.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;120.232;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Pulling;Feeding behaviour;;;START;120.233;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;7.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Co-feeding;Neutral behaviour;;;POINT;120.433;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;13.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Pulling;Feeding behaviour;;;STOP;122.066;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;122.067;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;62.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;123.366;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Inspecting;Feeding behaviour;;;START;123.367;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;101.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Inspecting;Feeding behaviour;;;STOP;125.999;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;126.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;180.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Avoid;Agonistic behaviour;Given;;POINT;126.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;190.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;127.399;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Inspecting;Feeding behaviour;;;START;127.4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;222.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Inspecting;Feeding behaviour;;;STOP;129.032;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;129.033;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;271.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Avoid;Agonistic behaviour;Given;;POINT;129.9;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;297.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;131.466;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Inspecting;Feeding behaviour;;;START;131.467;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;344.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Inspecting;Feeding behaviour;;;STOP;134.032;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;START;134.033;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;421.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Other behaviour;Neutral behaviour;;;STOP;137.732;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Pecking;Feeding behaviour;;;START;137.733;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;532.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Co-feeding;Neutral behaviour;;;POINT;137.9;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;537.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Pecking;Feeding behaviour;;;STOP;140.332;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;End of observation;Neutral behaviour;;;START;140.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;610.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;First closest neighbour;Neutral behaviour;3;Certain;POINT;140.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;610.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Group size;Neutral behaviour;8;;POINT;140.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;610.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Second closest neighbour;Neutral behaviour;5;Certain;POINT;140.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;610.0;;
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;Social calls;Neutral behaviour;3;;POINT;140.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;610.0;;"High: 0
Low: 3"
A_90_02/03/23;2023-07-08 15:39:13;28-02-2023 - 12-03-2023  IMG_0087 - IMG_0091;140.334;Media file(s);"player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0087.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0088.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0089.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0090.MP4;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4";"30.000;30.000;30.000;30.000;30.000";"30.000;30.000;30.000;30.000;30.000";Raven 1;End of observation;Neutral behaviour;;;STOP;140.334;D:/Ravenproject/ASK/20230228-20230312/IMG_0091.MP4;;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;>10;Certain;POINT;0.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;0.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;START;0.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;0.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Certain;POINT;0.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;0.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Avoid;Agonistic behaviour;Received;;POINT;2.533;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;76.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Avoid;Agonistic behaviour;Received;;POINT;17.433;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;523.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Chase (flight);Agonistic behaviour;Given;;POINT;22.867;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;686.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Avoid;Agonistic behaviour;Received;;POINT;23.0;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;690.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Avoid;Agonistic behaviour;Received;;POINT;24.333;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;730.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Avoid;Agonistic behaviour;Received;;POINT;26.533;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;796.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Other behaviour;Neutral behaviour;;;STOP;29.966;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;End of Observation;Neutral behaviour;;;START;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;899.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;First closest neighbour;Neutral behaviour;2;Certain;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;899.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Group size;Neutral behaviour;3;;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;899.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Second closest neighbour;Neutral behaviour;>10;Certain;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;899.0;;
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;Social calls;Neutral behaviour;9;;POINT;29.967;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;899.0;;"High: 0
Low: 9"
A_62_B_01/03/23;2023-06-29 10:58:19;28-02-2023 - 12-03-2023  IMG_0016  Focal: right individual that comes in flying (at the front);29.968;Media file(s);player #1:D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;30.0;30.0;Raven 1;End of Observation;Neutral behaviour;;;STOP;29.968;D:/Ravenproject/ASK/20230228-20230312/IMG_0016.MP4;;;
